DrugBank ID,Synonyms
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['E.P.O.', 'Epoetin alfa', 'Epoetin alfa rDNA', 'Epoetin alfa-epbx', 'Epoetin alfa, recombinant', 'Epoetin beta', 'Epoetin beta rDNA', 'Epoetin epsilon', 'Epoetin gamma', 'Epoetin gamma rDNA', 'Epoetin kappa', 'Epoetin omega', 'Epoetin theta', 'Epoetin zeta', 'Epoetina alfa', 'Epoetina beta', 'Epoetina dseta', 'Epoetina zeta', 'Epoétine zêta', 'Epoetinum zeta', 'Erythropoiesis stimulating factor', 'Erythropoietin (human, recombinant)', 'Erythropoietin (recombinant human)', 'ESF', 'SH-polypeptide-72']"
,"['Cetuximab', 'Cétuximab', 'Cetuximabum']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Etanercept', 'etanercept-szzs', 'etanercept-ykro', 'Recombinant human TNF', 'rhu TNFR:Fc', 'rhu-TNFR:Fc', 'TNFR-Immunoadhesin']"
,"['Human menopausal gonadotrophin', 'Menotrophin', 'Menotropin', 'Menotropina', 'Menotropins (FSH;LH)']"
,"['Insulin lispro', 'Insulin lispro (genetical recombination)', 'Insulin lispro (rDNA origin)', 'Insulin lispro protamine', 'Insulin lispro protamine recombinant', 'Insulin lispro recombinant', 'insulin lispro-aabc', 'Insulin,lispro,human/rDNA', 'Insulin,lispro,protamine/rDNA', 'Insulina lispro']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Bacillus brevis gramicidin D', 'Gramicidin', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Gramicidina', 'Gramicidine']"
,"['Albumin (human)', 'Albumin human', 'Albumin, blood', 'Albumin, human', 'Albumin, human-kjda', 'Human albumin', 'Human serum albumin', 'Serum albumin']"
,"['Albumin (human)', 'Albumin human', 'Albumin, blood', 'Albumin, human', 'Albumin, human-kjda', 'Human albumin', 'Human serum albumin', 'Serum albumin']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,['Sermorelin']
,"['Etanercept', 'etanercept-szzs', 'etanercept-ykro', 'Recombinant human TNF', 'rhu TNFR:Fc', 'rhu-TNFR:Fc', 'TNFR-Immunoadhesin']"
,"['Digitalis antitoxin', 'Digoxin Immune Fab, Ovine', 'Digoxin-specific Antibody Fragments', 'Ovine digoxin immune fab']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Growth hormone', 'Growth hormone (human)', 'hGH', 'Human growth hormone', 'Recombinant human growth hormone', 'rhGH', 'Somatotropin (human)', 'Somatotropin human', 'Somatotropin human growth hormone', 'Somatropin', 'Somatropin (rDNA origin)', 'Somatropin (recombinant DNA origin)', 'Somatropin [rDNA origin]', 'Somatropin recombinant', 'Somatropin(recombinant DNA origin)', 'Somatropina']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['anti-CD11a', 'antiCD11 alpha', 'Efalizumab']"
,"['Deoxyribonuclease (human clone 18-1 protein moiety)', 'Dornasa alfa', 'Dornase alfa', 'Dornase alfa, recombinant', 'Dornase alpha', 'Recombinant deoxyribonuclease (DNAse)']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['Insulin (pork)', 'Insulin porcine', 'Insulin purified porcine', 'Insulin purified pork', 'Insulin, porcine', 'Insulin, regular, pork', 'Porcine insulin']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['Anti-CD3', 'Muromonab-CD3']"
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['.Alpha.-1 protease inhibitor', '.Alpha.1-proteinase inhibitor human', '122320-05-2', 'Alfa 1-proteinase inhibitor (human)', 'Alfa-1-antitripsina', 'Alfa1 antitrypsin', 'Alpha 1-antitrypsin', 'Alpha 1-Proteinase Inhibitor', 'Alpha 1-proteinase inhibitor (human)', 'Alpha 1-proteinase inhibitor human', 'Alpha 1-proteinase inhibitor, human', 'Alpha-1 protease inhibitor', 'Alpha-1 proteinase inhibitor (human)', 'Alpha-1-antiproteinase', 'Alpha-1-antitrypsin', 'Alpha-1-proteinase Inhibitor (human)', 'Alpha-1-proteinase inhibitor human', 'Alpha-1-proteinase Inhibitor, Human', 'Alpha-1-proteinase inhibitor,human', 'Alpha1-proteinase Inhibitor', 'Alpha1-proteinase inhibitor (human)', 'Alpha1-proteinase inhibitor human', 'Antileukoproteinase', 'API', 'Mucus proteinase inhibitor', 'Protease inhibitor wap4', 'Recombinant secretory leucocyte protease inhibitor', 'Recombinant secretory leukocyte protease inhibitor', 'Secretory leukocyte protease inhibitor (human)', 'SLPI', 'Wap four-disulfide core domain protein 4']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['Choriogonadotropin alfa', 'Choriogonadotropin alpha', 'Chorionic gonadotropin (recombinant)']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['Anti-CD3', 'Muromonab-CD3']"
,"['Granulocyte colony-stimulating factor pegfilgrastim', 'peg-filgrastim', 'Pegfilgrastim', 'pegfilgrastim-apgf', 'pegfilgrastim-bmez', 'pegfilgrastim-cbqv', 'pegfilgrastim-jmdb']"
,"['Coagulation factor IX (recombinant)', 'Coagulation factor IX recombinant human', 'Coagulation factor IX, recombinant', 'Factor IX (Recombinant)', 'nonacog alfa', 'nonacog gamma', 'Recombinant factor IX']"
,['Gemtuzumab ozogamicin']
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,['Abarelix']
,['Pegvisomant']
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Botulin B', 'Botulinum antitoxin type B', 'Botulinum B toxin', 'Botulinum neurotoxin type B precursor', 'Botulinum toxin type B', 'BTX-B', 'RimabotulinumtoxinB', 'Toxina botulínica B']"
,"['Ibritumomab', 'Ibritumomab tiuxetan', 'mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,['Pegvisomant']
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Anisoylated plasminogen streptokinase activator complex', 'Anistreplase', 'APSAC']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Insulin (pork)', 'Insulin porcine', 'Insulin purified porcine', 'Insulin purified pork', 'Insulin, porcine', 'Insulin, regular, pork', 'Porcine insulin']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['Choriogonadotropin alfa', 'Choriogonadotropin alpha', 'Chorionic gonadotropin (recombinant)']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,['Alefacept']
,['Pegvisomant']
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Insulin (pork)', 'Insulin porcine', 'Insulin purified porcine', 'Insulin purified pork', 'Insulin, porcine', 'Insulin, regular, pork', 'Porcine insulin']"
,"['Alteplasa', 'Alteplase', 'Alteplase (genetical recombination)', 'Alteplase, recombinant', 'Alteplase,recombinant', 'Plasminogen activator (human tissue-type protein moiety)', 'rt-PA', 't-PA', 't-plasminogen activator', 'Tissue plasminogen activator', 'Tissue plasminogen activator alteplase', 'Tissue plasminogen activator, recombinant', 'tPA']"
,"['Interferon alfa-n1', 'Interferon alpha-n1 (INS)', 'WELL-FERON', 'WELLFERON']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Clostridiopeptidase A', 'Clostridium histolyticum enzymes', 'Collagenase', 'Collagenase clostridium histolyticum', 'collagenase clostridium histolyticum-aaes']"
,"['125-L-serine-2-133-interleukin 2 (human reduced)', 'Aldesleukin', 'Aldesleukina', 'ILT-101', 'ILT101', 'Interleukin-2 aldesleukin', 'Interleukin-2(2-133),125-ser', 'Recombinant human interleukin-2', 'Recombinant interleukin-2 human']"
,"['.Alpha.-1 protease inhibitor', '.Alpha.1-proteinase inhibitor human', '122320-05-2', 'Alfa 1-proteinase inhibitor (human)', 'Alfa-1-antitripsina', 'Alfa1 antitrypsin', 'Alpha 1-antitrypsin', 'Alpha 1-Proteinase Inhibitor', 'Alpha 1-proteinase inhibitor (human)', 'Alpha 1-proteinase inhibitor human', 'Alpha 1-proteinase inhibitor, human', 'Alpha-1 protease inhibitor', 'Alpha-1 proteinase inhibitor (human)', 'Alpha-1-antiproteinase', 'Alpha-1-antitrypsin', 'Alpha-1-proteinase Inhibitor (human)', 'Alpha-1-proteinase inhibitor human', 'Alpha-1-proteinase Inhibitor, Human', 'Alpha-1-proteinase inhibitor,human', 'Alpha1-proteinase Inhibitor', 'Alpha1-proteinase inhibitor (human)', 'Alpha1-proteinase inhibitor human', 'Antileukoproteinase', 'API', 'Mucus proteinase inhibitor', 'Protease inhibitor wap4', 'Recombinant secretory leucocyte protease inhibitor', 'Recombinant secretory leukocyte protease inhibitor', 'Secretory leukocyte protease inhibitor (human)', 'SLPI', 'Wap four-disulfide core domain protein 4']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Calcitonin (Salmon Synthetic)', 'Calcitonin salmon', 'Calcitonin salmon recombinant', 'Calcitonin-salmon', 'Calcitonin, salmon', 'Calcitonina salmón sintética', 'Recombinant salmon calcitonin', 'Salmon calcitonin']"
,['Peginterferon alfa-2b']
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['AbobotulinumtoxinA', 'Botulinum A neurotoxin', 'Botulinum antitoxin type A', 'Botulinum toxin A', 'Botulinum toxin type A', 'BTX-A', 'EvabotulinumtoxinA', 'IncobotulinumtoxinA', 'OnabotulinumtoxinA', 'Prabotulinumtoxin A', 'Toxina botulínica A', 'Toxine botulinique A']"
,"['Anisoylated plasminogen streptokinase activator complex', 'Anistreplase', 'APSAC']"
,['Peginterferon alfa-2b']
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Abciximab', 'Abciximab (genetical recombination)', 'c7E3']"
,"['Ibritumomab', 'Ibritumomab tiuxetan', 'mAb Murine (IGG1) Anti P19437 (CD20_MOUSE)']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['.Alpha.-1 protease inhibitor', '.Alpha.1-proteinase inhibitor human', '122320-05-2', 'Alfa 1-proteinase inhibitor (human)', 'Alfa-1-antitripsina', 'Alfa1 antitrypsin', 'Alpha 1-antitrypsin', 'Alpha 1-Proteinase Inhibitor', 'Alpha 1-proteinase inhibitor (human)', 'Alpha 1-proteinase inhibitor human', 'Alpha 1-proteinase inhibitor, human', 'Alpha-1 protease inhibitor', 'Alpha-1 proteinase inhibitor (human)', 'Alpha-1-antiproteinase', 'Alpha-1-antitrypsin', 'Alpha-1-proteinase Inhibitor (human)', 'Alpha-1-proteinase inhibitor human', 'Alpha-1-proteinase Inhibitor, Human', 'Alpha-1-proteinase inhibitor,human', 'Alpha1-proteinase Inhibitor', 'Alpha1-proteinase inhibitor (human)', 'Alpha1-proteinase inhibitor human', 'Antileukoproteinase', 'API', 'Mucus proteinase inhibitor', 'Protease inhibitor wap4', 'Recombinant secretory leucocyte protease inhibitor', 'Recombinant secretory leukocyte protease inhibitor', 'Secretory leukocyte protease inhibitor (human)', 'SLPI', 'Wap four-disulfide core domain protein 4']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Lipoprotein OspA antigen recombinant', 'Lipoprotein outer surface a borrelia burgdorferi antigen', 'OspA lipoprotein']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['2-(L-phenylalanine)-8-L-lysinevasopressin', 'Felipresina', 'Felypressin', 'Felypressine', 'Felypressinum', 'PLV-2']"
